840
 249.555   55.167 5 1
 263.701   52.340 5 1
 216.535   51.063 5 1
 223.391   51.899 5 1
 230.441   52.324 5 1
 237.559   52.324 5 1
 244.609   51.899 5 1
 251.465   51.063 5 1
 258.023   49.842 5 1
 264.213   48.271 5 1
 270.000   46.389 5 1
 227.550   48.303 5 1
 240.450   48.303 5 1
 253.001   46.885 5 1
 264.630   44.187 5 1
 225.172   44.132 5 1
 231.047   44.435 5 1
 236.953   44.435 5 1
 242.828   44.132 5 1
 248.614   43.532 5 1
 254.260   42.646 5 1
 259.724   41.492 5 1
 264.976   40.089 5 1
 270.000   38.459 5 1
 234.000   40.343 5 1
 244.808   39.838 5 1
 255.309   38.354 5 1
 265.268   35.979 5 1
 231.491   36.065 5 1
 236.509   36.065 5 1
 241.513   35.856 5 1
 246.479   35.441 5 1
 251.381   34.825 5 1
 256.199   34.017 5 1
 260.916   33.024 5 1
 265.520   31.857 5 1
 270.000   30.530 5 1
 238.658   31.633 5 1
 247.907   30.960 5 1
 256.966   29.642 5 1
 265.740   27.727 5 1
 280.399   68.424 5 1
 278.874   64.438 5 1
 289.049   66.010 5 1
 300.223   66.835 5 1
 277.772   60.425 5 1
 296.019   63.084 5 1
 276.943   56.392 5 1
 284.596   58.036 5 1
 292.869   59.182 5 1
 301.572   59.771 5 1
 276.299   52.340 5 1
 290.445   55.167 5 1
 306.000   56.162 5 1
 275.787   48.271 5 1
 281.977   49.842 5 1
 288.535   51.063 5 1
 295.391   51.899 5 1
 302.441   52.324 5 1
 309.559   52.324 5 1
 275.370   44.187 5 1
 286.999   46.885 5 1
 299.550   48.303 5 1
 275.024   40.089 5 1
 280.276   41.492 5 1
 285.740   42.646 5 1
 291.386   43.532 5 1
 297.172   44.132 5 1
 303.047   44.435 5 1
 274.732   35.979 5 1
 284.691   38.354 5 1
 295.192   39.838 5 1
 274.480   31.857 5 1
 279.084   33.024 5 1
 283.801   34.017 5 1
 288.619   34.825 5 1
 274.260   27.727 5 1
 283.034   29.642 5 1
 235.915   27.866 5 1
 240.511   27.701 5 1
 242.470   23.723 5 1
 245.099   27.368 5 1
 249.665   26.869 5 1
 251.584   22.726 5 1
 254.195   26.209 5 1
 258.678   25.395 5 1
 260.601   21.098 5 1
 263.103   24.434 5 1
 267.463   23.335 5 1
 272.537   23.335 5 1
 270.000   20.136 5 1
 276.717   24.422 5 1
 279.072   21.081 5 1
 280.983   25.375 5 1
 285.329   26.185 5 1
-162.000   74.141 5 1
-174.628   72.375 5 1
-162.000   70.177 5 1
 175.390   69.868 5 1
-172.399   68.424 5 1
 178.951   66.010 5 1
-170.874   64.438 5 1
-178.498   62.057 5 1
-169.772   60.425 5 1
-176.596   58.036 5 1
-168.943   56.392 5 1
-162.000   54.318 5 1
-175.133   53.961 5 1
-168.299   52.340 5 1
-162.000   50.353 5 1
-145.844   76.270 5 1
-126.000   77.057 5 1
-106.156   76.270 5 1
 -90.000   74.141 5 1
-149.372   72.375 5 1
-134.162   73.584 5 1
-117.838   73.584 5 1
-102.628   72.375 5 1
 -90.000   70.177 5 1
-155.701   52.340 5 1
-156.213   48.271 5 1
-150.023   49.842 5 1
-150.956   45.684 5 1
-145.001   46.885 5 1
-146.260   42.646 5 1
-140.614   43.532 5 1
-142.114   39.214 5 1
-136.808   39.838 5 1
-138.479   35.441 5 1
-133.513   35.856 5 1
-135.299   31.380 5 1
-130.658   31.633 5 1
 -73.844   76.270 5 1
 -54.000   77.057 5 1
 -77.372   72.375 5 1
 -62.162   73.584 5 1
 -45.838   73.584 5 1
 -54.000   70.373 5 1
 -40.610   69.868 5 1
 -48.223   66.835 5 1
 -37.049   66.010 5 1
 -44.019   63.084 5 1
 -34.498   62.057 5 1
 -40.869   59.182 5 1
 -32.596   58.036 5 1
 -38.445   55.167 5 1
 -31.133   53.961 5 1
 -43.391   51.899 5 1
 -36.535   51.063 5 1
 -47.550   48.303 5 1
 -41.189   47.765 5 1
 -51.047   44.435 5 1
 -45.172   44.132 5 1
 -54.000   40.343 5 1
 -48.576   40.216 5 1
 -66.479   35.441 5 1
 -61.513   35.856 5 1
 -56.509   36.065 5 1
 -51.491   36.065 5 1
 -67.907   30.960 5 1
 -63.299   31.380 5 1
 -58.658   31.633 5 1
 -54.000   31.718 5 1
-133.241   27.688 5 1
-131.163   23.958 5 1
-128.674   27.862 5 1
-129.051   20.192 5 1
-126.642   24.049 5 1
-126.890   16.395 5 1
-124.550   20.199 5 1
-122.387   16.316 5 1
-120.016   20.036 5 1
-117.843   16.066 5 1
-115.460   19.703 5 1
-113.272   15.648 5 1
-110.896   19.203 5 1
-108.684   15.066 5 1
-106.336   18.542 5 1
-104.092   14.327 5 1
-101.790   17.726 5 1
 -99.506   13.442 5 1
 -97.269   16.767 5 1
 -92.424   16.881 5 1
 -87.576   16.881 5 1
 -82.731   16.767 5 1
 -94.755   13.577 5 1
 -90.000   13.622 5 1
 -85.245   13.577 5 1
 -80.494   13.442 5 1
 -78.653   17.709 5 1
 -76.438   14.313 5 1
 -74.484   18.514 5 1
 -72.433   22.693 5 1
 -70.253   26.845 5 1
 -72.288   15.043 5 1
 -70.232   19.171 5 1
 -68.071   23.275 5 1
 -65.772   27.348 5 1
-162.000   62.247 5 1
-126.000   70.373 5 1
 -49.572   59.771 5 1
